,Season,Wteam,Wscore,Lteam,Lscore,Wscorediff,Lscorediff,WSeed,LSeed,Round
207,2006,WI Milwaukee,82,Oklahoma,74,8,-8,Y11,Y06,R1
208,2006,Wichita St,86,Seton Hall,66,20,-20,Z07,Z10,R1
209,2006,Arizona,94,Wisconsin,75,19,-19,Y08,Y09,R1
210,2006,Bradley,77,Kansas,73,4,-4,X13,X04,R1
211,2006,Bucknell,59,Arkansas,55,4,-4,X09,X08,R1
212,2006,Connecticut,72,Albany NY,59,13,-13,Z01,Z16,R1
213,2006,George Mason,75,Michigan St,65,10,-10,Z11,Z06,R1
214,2006,Georgetown,54,Northern Iowa,49,5,-5,Y07,Y10,R1
215,2006,Kentucky,69,UAB,64,5,-5,Z08,Z09,R1
216,2006,Memphis,94,Oral Roberts,78,16,-16,X01,X16,R1
217,2006,NC State,58,California,52,6,-6,W10,W07,R1
218,2006,North Carolina,69,Murray St,65,4,-4,Z03,Z14,R1
219,2006,Northwestern LA,64,Iowa,63,1,-1,W14,W03,R1
220,2006,Ohio St,70,Davidson,62,8,-8,Y02,Y15,R1
221,2006,Pittsburgh,79,Kent,64,15,-15,X05,X12,R1
222,2006,Texas,60,Penn,52,8,-8,W02,W15,R1
223,2006,Villanova,58,Monmouth NJ,45,13,-13,Y01,Y16b,R1
224,2006,West Virginia,64,S Illinois,46,18,-18,W06,W11,R1
225,2006,Boston College,69,Montana,56,13,-13,Y04,Y12,R2
226,2006,Duke,74,G Washington,61,13,-13,W01,W08,R2
227,2006,Florida,82,WI Milwaukee,60,22,-22,Y03,Y11,R2
228,2006,Gonzaga,90,Indiana,80,10,-10,X03,X06,R2
229,2006,LSU,58,Texas A&M,57,1,-1,W04,W12,R2
230,2006,UCLA,62,Alabama,59,3,-3,X02,X10,R2
231,2006,Washington,67,Illinois,64,3,-3,Z05,Z04,R2
232,2006,Wichita St,80,Tennessee,73,7,-7,Z07,Z02,R2
233,2006,Bradley,72,Pittsburgh,66,6,-6,X13,X05,R2
234,2006,Connecticut,87,Kentucky,83,4,-4,Z01,Z08,R2
235,2006,George Mason,65,North Carolina,60,5,-5,Z11,Z03,R2
236,2006,Georgetown,70,Ohio St,52,18,-18,Y07,Y02,R2
237,2006,Memphis,72,Bucknell,56,16,-16,X01,X09,R2
238,2006,Texas,75,NC State,54,21,-21,W02,W10,R2
239,2006,Villanova,82,Arizona,78,4,-4,Y01,Y08,R2
240,2006,West Virginia,67,Northwestern LA,54,13,-13,W06,W14,R2
241,2006,LSU,62,Duke,54,8,-8,W04,W01,R3
242,2006,Memphis,80,Bradley,64,16,-16,X01,X13,R3
243,2006,Texas,74,West Virginia,71,3,-3,W02,W06,R3
244,2006,UCLA,73,Gonzaga,71,2,-2,X02,X03,R3
245,2006,Connecticut,98,Washington,92,6,-6,Z01,Z05,R3
246,2006,Florida,57,Georgetown,53,4,-4,Y03,Y07,R3
247,2006,George Mason,63,Wichita St,55,8,-8,Z11,Z07,R3
248,2006,Villanova,60,Boston College,59,1,-1,Y01,Y04,R3
249,2006,LSU,70,Texas,60,10,-10,W04,W02,R4
250,2006,UCLA,50,Memphis,45,5,-5,X02,X01,R4
251,2006,Florida,75,Villanova,62,13,-13,Y03,Y01,R4
252,2006,George Mason,86,Connecticut,84,2,-2,Z11,Z01,R4
253,2006,Florida,73,George Mason,58,15,-15,Y03,Z11,R5
254,2006,UCLA,59,LSU,45,14,-14,X02,W04,R5
255,2006,Florida,73,UCLA,57,16,-16,Y03,X02,R6
257,2007,Boston College,84,Texas Tech,75,9,-9,W07,W10,R1
258,2007,Butler,57,Old Dominion,46,11,-11,Y05,Y12,R1
259,2007,Georgetown,80,Belmont,55,25,-25,W02,W15,R1
260,2007,Indiana,70,Gonzaga,57,13,-13,Z07,Z10,R1
261,2007,Louisville,78,Stanford,58,20,-20,X06,X11,R1
262,2007,Maryland,82,Davidson,70,12,-12,Y04,Y13,R1
263,2007,Michigan St,61,Marquette,49,12,-12,W09,W08,R1
264,2007,North Carolina,86,E Kentucky,65,21,-21,W01,W16,R1
265,2007,Ohio St,78,Central Conn,57,21,-21,X01,X16,R1
266,2007,Pittsburgh,79,Wright St,58,21,-21,Z03,Z14,R1
267,2007,Texas A&M,68,Penn,52,16,-16,X03,X14,R1
268,2007,UCLA,70,Weber St,42,28,-28,Z02,Z15,R1
269,2007,VA Commonwealth,79,Duke,77,2,-2,Z11,Z06,R1
270,2007,Vanderbilt,77,G Washington,44,33,-33,W06,W11,R1
271,2007,Washington St,70,Oral Roberts,54,16,-16,W03,W14,R1
272,2007,Xavier,79,BYU,77,2,-2,X09,X08,R1
273,2007,Florida,112,Jackson St,69,43,-43,Y01,Y16,R1
274,2007,Kansas,107,Niagara,67,40,-40,Z01,Z16b,R1
275,2007,Kentucky,67,Villanova,58,9,-9,Z08,Z09,R1
276,2007,Memphis,73,North Texas,58,15,-15,X02,X15,R1
277,2007,Nevada,77,Creighton,71,6,-6,X07,X10,R1
278,2007,Oregon,58,Miami OH,56,2,-2,Y03,Y14,R1
279,2007,Purdue,72,Arizona,63,9,-9,Y09,Y08,R1
280,2007,S Illinois,61,Holy Cross,51,10,-10,Z04,Z13,R1
281,2007,Tennessee,121,Long Beach St,86,35,-35,X05,X12,R1
282,2007,Texas,79,New Mexico St,67,12,-12,W04,W13,R1
283,2007,UNLV,67,Georgia Tech,63,4,-4,Y07,Y10,R1
284,2007,USC,77,Arkansas,60,17,-17,W05,W12,R1
285,2007,Virginia,84,Albany NY,57,27,-27,X04,X13,R1
286,2007,Virginia Tech,54,Illinois,52,2,-2,Z05,Z12,R1
287,2007,Winthrop,74,Notre Dame,64,10,-10,Y11,Y06,R1
288,2007,Wisconsin,76,TAM C. Christi,63,13,-13,Y02,Y15,R1
289,2007,Butler,62,Maryland,59,3,-3,Y05,Y04,R2
290,2007,Georgetown,62,Boston College,55,7,-7,W02,W07,R2
291,2007,North Carolina,81,Michigan St,67,14,-14,W01,W09,R2
292,2007,Ohio St,78,Xavier,71,7,-7,X01,X09,R2
293,2007,Pittsburgh,84,VA Commonwealth,79,5,-5,Z03,Z11,R2
294,2007,Texas A&M,72,Louisville,69,3,-3,X03,X06,R2
295,2007,UCLA,54,Indiana,49,5,-5,Z02,Z07,R2
296,2007,Vanderbilt,78,Washington St,74,4,-4,W06,W03,R2
297,2007,Florida,74,Purdue,67,7,-7,Y01,Y09,R2
298,2007,Kansas,88,Kentucky,76,12,-12,Z01,Z08,R2
299,2007,Memphis,78,Nevada,62,16,-16,X02,X07,R2
300,2007,Oregon,75,Winthrop,61,14,-14,Y03,Y11,R2
301,2007,S Illinois,63,Virginia Tech,48,15,-15,Z04,Z05,R2
302,2007,Tennessee,77,Virginia,74,3,-3,X05,X04,R2
303,2007,UNLV,74,Wisconsin,68,6,-6,Y07,Y02,R2
304,2007,USC,87,Texas,68,19,-19,W05,W04,R2
305,2007,Kansas,61,S Illinois,58,3,-3,Z01,Z04,R3
306,2007,Memphis,65,Texas A&M,64,1,-1,X02,X03,R3
307,2007,Ohio St,85,Tennessee,84,1,-1,X01,X05,R3
308,2007,UCLA,64,Pittsburgh,55,9,-9,Z02,Z03,R3
309,2007,Florida,65,Butler,57,8,-8,Y01,Y05,R3
310,2007,Georgetown,66,Vanderbilt,65,1,-1,W02,W06,R3
311,2007,North Carolina,74,USC,64,10,-10,W01,W05,R3
312,2007,Oregon,76,UNLV,72,4,-4,Y03,Y07,R3
313,2007,Ohio St,92,Memphis,76,16,-16,X01,X02,R4
314,2007,UCLA,68,Kansas,55,13,-13,Z02,Z01,R4
315,2007,Florida,85,Oregon,77,8,-8,Y01,Y03,R4
316,2007,Georgetown,96,North Carolina,84,12,-12,W02,W01,R4
317,2007,Florida,76,UCLA,66,10,-10,Y01,Z02,R5
318,2007,Ohio St,67,Georgetown,60,7,-7,X01,W02,R5
319,2007,Florida,84,Ohio St,75,9,-9,Y01,X01,R6
321,2008,Duke,71,Belmont,70,1,-1,Z02,Z15,R1
322,2008,Kansas,85,Portland St,61,24,-24,X01,X16,R1
323,2008,Kansas St,80,USC,67,13,-13,X11,X06,R1
324,2008,Marquette,74,Kentucky,66,8,-8,Y06,Y11,R1
325,2008,Michigan St,72,Temple,61,11,-11,Y05,Y12,R1
326,2008,Notre Dame,68,George Mason,50,18,-18,W05,W12,R1
327,2008,Pittsburgh,82,Oral Roberts,63,19,-19,Y04,Y13,R1
328,2008,Purdue,90,Baylor,79,11,-11,Z06,Z11,R1
329,2008,Stanford,77,Cornell,53,24,-24,Y03,Y14,R1
330,2008,Texas A&M,67,BYU,62,5,-5,Z09,Z08,R1
331,2008,UCLA,70,MS Valley St,29,41,-41,Z01,Z16,R1
332,2008,UNLV,71,Kent,58,13,-13,X08,X09,R1
333,2008,Washington St,71,Winthrop,40,31,-31,W04,W13,R1
334,2008,West Virginia,75,Arizona,65,10,-10,Z07,Z10,R1
335,2008,Wisconsin,71,CS Fullerton,56,15,-15,X03,X14,R1
336,2008,Xavier,73,Georgia,61,12,-12,Z03,Z14,R1
337,2008,Arkansas,86,Indiana,72,14,-14,W09,W08,R1
338,2008,Butler,81,South Alabama,61,20,-20,W07,W10,R1
339,2008,Davidson,82,Gonzaga,76,6,-6,X10,X07,R1
340,2008,Georgetown,66,UMBC,47,19,-19,X02,X15,R1
341,2008,Louisville,79,Boise St,61,18,-18,W03,W14,R1
342,2008,Memphis,87,UT Arlington,63,24,-24,Y01,Y16,R1
343,2008,Miami FL,78,St Mary's CA,64,14,-14,Y07,Y10,R1
344,2008,Mississippi St,76,Oregon,69,7,-7,Y08,Y09,R1
345,2008,North Carolina,113,Mt St Mary's,74,39,-39,W01,W16b,R1
346,2008,Oklahoma,72,St Joseph's PA,64,8,-8,W06,W11,R1
347,2008,San Diego,70,Connecticut,69,1,-1,Z13,Z04,R1
348,2008,Siena,83,Vanderbilt,62,21,-21,X13,X04,R1
349,2008,Tennessee,72,American Univ,57,15,-15,W02,W15,R1
350,2008,Texas,74,Austin Peay,54,20,-20,Y02,Y15,R1
351,2008,Villanova,75,Clemson,69,6,-6,X12,X05,R1
352,2008,WKU,101,Drake,99,2,-2,Z12,Z05,R1
353,2008,Kansas,75,UNLV,56,19,-19,X01,X08,R2
354,2008,Michigan St,65,Pittsburgh,54,11,-11,Y05,Y04,R2
355,2008,Stanford,82,Marquette,81,1,-1,Y03,Y06,R2
356,2008,UCLA,51,Texas A&M,49,2,-2,Z01,Z09,R2
357,2008,Washington St,61,Notre Dame,41,20,-20,W04,W05,R2
358,2008,West Virginia,73,Duke,67,6,-6,Z07,Z02,R2
359,2008,Wisconsin,72,Kansas St,55,17,-17,X03,X11,R2
360,2008,Xavier,85,Purdue,78,7,-7,Z03,Z06,R2
361,2008,Davidson,74,Georgetown,70,4,-4,X10,X02,R2
362,2008,Louisville,78,Oklahoma,48,30,-30,W03,W06,R2
363,2008,Memphis,77,Mississippi St,74,3,-3,Y01,Y08,R2
364,2008,North Carolina,108,Arkansas,77,31,-31,W01,W09,R2
365,2008,Tennessee,76,Butler,71,5,-5,W02,W07,R2
366,2008,Texas,75,Miami FL,72,3,-3,Y02,Y07,R2
367,2008,Villanova,84,Siena,72,12,-12,X12,X13,R2
368,2008,WKU,72,San Diego,63,9,-9,Z12,Z13,R2
369,2008,Louisville,79,Tennessee,60,19,-19,W03,W02,R3
370,2008,North Carolina,68,Washington St,47,21,-21,W01,W04,R3
371,2008,UCLA,88,WKU,78,10,-10,Z01,Z12,R3
372,2008,Xavier,79,West Virginia,75,4,-4,Z03,Z07,R3
373,2008,Davidson,73,Wisconsin,56,17,-17,X10,X03,R3
374,2008,Kansas,72,Villanova,57,15,-15,X01,X12,R3
375,2008,Memphis,92,Michigan St,74,18,-18,Y01,Y05,R3
376,2008,Texas,82,Stanford,62,20,-20,Y02,Y03,R3
377,2008,North Carolina,83,Louisville,73,10,-10,W01,W03,R4
378,2008,UCLA,76,Xavier,57,19,-19,Z01,Z03,R4
379,2008,Kansas,59,Davidson,57,2,-2,X01,X10,R4
380,2008,Memphis,85,Texas,67,18,-18,Y01,Y02,R4
381,2008,Kansas,84,North Carolina,66,18,-18,X01,W01,R5
382,2008,Memphis,78,UCLA,63,15,-15,Y01,Z01,R5
383,2008,Kansas,75,Memphis,68,7,-7,X01,Y01,R6
385,2009,Connecticut,103,Chattanooga,47,56,-56,Z01,Z16,R1
386,2009,Duke,86,Binghamton,62,24,-24,W02,W15,R1
387,2009,Gonzaga,77,Akron,64,13,-13,X04,X13,R1
388,2009,LSU,75,Butler,71,4,-4,X08,X09,R1
389,2009,Maryland,84,California,71,13,-13,Z10,Z07,R1
390,2009,Memphis,81,CS Northridge,70,11,-11,Z02,Z15,R1
391,2009,Michigan,62,Clemson,59,3,-3,X10,X07,R1
392,2009,North Carolina,101,Radford,58,43,-43,X01,X16,R1
393,2009,Oklahoma,82,Morgan St,54,28,-28,X02,X15,R1
394,2009,Purdue,61,Northern Iowa,56,5,-5,Z05,Z12,R1
395,2009,Texas,76,Minnesota,62,14,-14,W07,W10,R1
396,2009,Texas A&M,79,BYU,66,13,-13,Z09,Z08,R1
397,2009,UCLA,65,VA Commonwealth,64,1,-1,W06,W11,R1
398,2009,Villanova,80,American Univ,67,13,-13,W03,W14,R1
399,2009,WKU,76,Illinois,72,4,-4,X12,X05,R1
400,2009,Washington,71,Mississippi St,58,13,-13,Z04,Z13,R1
